naziv-artikla;redovna-cena;akcijska-cena;popust;url;datum-akcije;Važi u odabranim objektima
﻿IZABERI UVEK SVEŽE; 20.10.-26.10.2022.
Jabuka Ajdared domaća, 1kg;113.99;79.00;30%;https://maxi.sales-snap.com/asset/976:jabukaajdareddomaca1kg-removebg-previewpng;21.10.-27.10.2022.
Krompir beli opran, 1kg;123.99;79.00;35%;https://maxi.sales-snap.com/asset/981:krompirbeliopran1kg-removebg-previewpng;24.10.-27.10.2022.
Pileće meso grill, 1kg;318.99;289.00;9%;https://maxi.sales-snap.com/asset/982:pilecemesogrill1kg-removebg-previewpng;20.10.-23.10.2022.
Panirani pileći odresci, 240g;249.99;209.99;16%;https://maxi.sales-snap.com/asset/983:paniranipileciodresci240g-removebg-previewpng
