naziv-artikla;akcijska-cena;url;datum-akcije
Tunjevina Premia komadi u biljnom ulju, 160g;207.99;https://maxi.sales-snap.com/asset/995:tunjevinapremiakomadiubiljnomulju160g-removebg-previewpng
Kečap blagi Premia, 500g;124.99;https://maxi.sales-snap.com/asset/996:kecapblagipremia500g-removebg-previewpng
Smrznuta boranija žuta Maxi, 450g;113.99;https://maxi.sales-snap.com/asset/997:smrznutaboranijazutamaxi450gpng-removebg-previewpng
Cookies double chocolate DLL, 200g;155.99;https://maxi.sales-snap.com/asset/998:cookiesdoublechocolatedll200g-removebg-previewpng
